age_plot,age_group,broad_archetype_tuned,player_seasons,players,upgrade_rate,same_rate,downgrade_rate,reduced_role_rate,exit_rate,gap_return_rate,avg_rank_change,small_cell
34,34,Power-based,55,55,0.05454545454545454,0.4,0.21818181818181817,0.03636363636363636,0.2909090909090909,0,-0.6756756756756758,FALSE
35,35,Complete,7,7,0,0.42857142857142855,0.42857142857142855,0,0.14285714285714285,0,-0.6666666666666667,TRUE
35,35,Contact/discipline-based,52,52,0.038461538461538464,0.4230769230769231,0.057692307692307696,0.019230769230769232,0.46153846153846156,0,0,FALSE
35,35,Low offensive profile,23,23,0.2608695652173913,0.2608695652173913,0,0.13043478260869565,0.34782608695652173,0.043478260869565216,1.0833333333333333,FALSE
35,35,Middle-profile,13,13,0.07692307692307693,0,0.15384615384615385,0.07692307692307693,0.6923076923076923,0,-0.33333333333333337,FALSE
35,35,Power-based,34,34,0.08823529411764706,0.5294117647058824,0.14705882352941177,0,0.23529411764705882,0.029411764705882353,-0.2692307692307693,FALSE
36,36,Complete,8,8,0,0.125,0.75,0,0.125,0,-1.5714285714285714,TRUE
36,36,Contact/discipline-based,34,34,0.058823529411764705,0.3235294117647059,0.08823529411764706,0,0.5294117647058824,0,-0.125,FALSE
36,36,Low offensive profile,15,15,0.06666666666666667,0.26666666666666666,0,0.2,0.4666666666666667,0.06666666666666667,0.2,FALSE
36,36,Middle-profile,6,6,0.5,0,0,0,0.5,0,1.3333333333333333,TRUE
36,36,Power-based,23,23,0,0.4782608695652174,0.13043478260869565,0.08695652173913043,0.30434782608695654,0,-0.42857142857142855,FALSE
37,37,Complete,3,3,0,0.3333333333333333,0.6666666666666666,0,0,0,-1.6666666666666667,TRUE
37,37,Contact/discipline-based,21,21,0.09523809523809523,0.2857142857142857,0.14285714285714285,0,0.47619047619047616,0,-0.09090909090909093,FALSE
37,37,Low offensive profile,7,7,0,0.42857142857142855,0,0,0.5714285714285714,0,0,TRUE
37,37,Middle-profile,4,4,0.5,0,0.25,0,0.25,0,0.6666666666666667,TRUE
37,37,Power-based,16,16,0.0625,0.375,0.1875,0,0.375,0,-0.5,FALSE
38,38,Complete,4,4,0,0,1,0,0,0.25,-1.75,TRUE
38,38,Contact/discipline-based,9,9,0,0.5555555555555556,0,0,0.4444444444444444,0,0,TRUE
38,38,Low offensive profile,10,10,0.2,0.2,0,0,0.6,0,1.25,FALSE
38,38,Middle-profile,4,4,0,0,0,0.25,0.75,0,NA,TRUE
38,38,Power-based,9,9,0,0.2222222222222222,0.2222222222222222,0,0.5555555555555556,0,-1.25,TRUE
39,39,Contact/discipline-based,9,9,0,0.5555555555555556,0,0,0.4444444444444444,0,0,TRUE
39,39,Low offensive profile,3,3,0,0.3333333333333333,0,0,0.6666666666666666,0,0,TRUE
39,39,Middle-profile,1,1,0,1,0,0,0,0,0,TRUE
39,39,Power-based,4,4,0,0.25,0.5,0,0.25,0,-1,TRUE
40,40+,Complete,3,2,0,0.3333333333333333,0,0,0.6666666666666666,0,0,TRUE
40,40+,Contact/discipline-based,11,8,0.09090909090909091,0.2727272727272727,0,0.09090909090909091,0.5454545454545454,0,0.5,FALSE
40,40+,Low offensive profile,4,4,0,0,0,0,1,0,NA,TRUE
40,40+,Middle-profile,2,2,0,0,0,0,1,0,NA,TRUE
40,40+,Power-based,5,3,0.2,0.4,0.4,0,0,0,-1,TRUE
