age_plot,age_group,broad_archetype_tuned,player_seasons,players,survived,exited,survival_rate,exit_rate,next_year_survival_rate,gap_return_rate,reduced_role_rate,avg_age,avg_pa,avg_xwoba,avg_ev_p90,avg_chase_rate,avg_whiff_rate,small_cell
29,29,Power-based,139,139,106,33,0.762589928057554,0.237410071942446,0.7410071942446043,0.02158273381294964,0.09352517985611511,29,1523.6618705035971,0.33632236787909986,104.35165467625899,0.27179155442200775,0.2832081791963794,FALSE
30,30,Complete,20,20,15,5,0.75,0.25,0.75,0,0,30,1848.95,0.351490846077396,104.0995,0.25239085845277887,0.18730237362636085,FALSE
30,30,Contact/discipline-based,115,115,91,24,0.7913043478260869,0.20869565217391306,0.782608695652174,0.008695652173913044,0.034782608695652174,30,1141.7478260869566,0.30097819512369817,100.13991304347826,0.2868918008243987,0.18864112869347444,FALSE
30,30,Low offensive profile,79,79,50,29,0.6329113924050633,0.36708860759493667,0.569620253164557,0.06329113924050633,0.16455696202531644,30,764.6455696202531,0.2680894423811301,100.0306329113924,0.3205176947615912,0.2959297534738848,FALSE
30,30,Middle-profile,40,40,29,11,0.725,0.275,0.675,0.05,0.125,30,1041.175,0.2964008606309468,100.36800000000001,0.2542222959795663,0.25010576439806165,FALSE
30,30,Power-based,115,115,97,18,0.8434782608695652,0.15652173913043477,0.8260869565217391,0.017391304347826087,0.043478260869565216,30,1547.0260869565218,0.34840285843261815,104.45,0.27317351101174603,0.27454197138043196,FALSE
31,31,Complete,19,19,16,3,0.8421052631578947,0.1578947368421053,0.7894736842105263,0.05263157894736842,0,31,1989.8947368421052,0.3671583978209632,103.91052631578947,0.24324207469539383,0.1852496704463487,FALSE
31,31,Contact/discipline-based,118,118,86,32,0.7288135593220338,0.27118644067796616,0.7203389830508474,0.00847457627118644,0.0423728813559322,31,1103.8813559322034,0.2902655309133175,99.61533898305085,0.27727556118316193,0.18008579060612587,FALSE
31,31,Low offensive profile,65,65,36,29,0.5538461538461539,0.4461538461538461,0.5384615384615384,0.015384615384615385,0.15384615384615385,31,821.7384615384616,0.2612252533690672,100.172,0.3189778686853586,0.30737192574012223,FALSE
31,31,Middle-profile,35,35,28,7,0.8,0.19999999999999996,0.8,0,0.05714285714285714,31,1055.5142857142857,0.29887087327269124,100.32771428571428,0.24695333872144853,0.24878299847811633,FALSE
31,31,Power-based,105,105,78,27,0.7428571428571429,0.2571428571428571,0.7428571428571429,0,0.08571428571428572,31,1495.5904761904762,0.3467088481824557,104.37009523809525,0.2812352639739729,0.27174111071844315,FALSE
32,32,Complete,16,16,14,2,0.875,0.125,0.875,0,0,32,1839.4375,0.3590108786044078,103.83437500000001,0.23489808428537995,0.19252869702549774,FALSE
32,32,Contact/discipline-based,123,123,88,35,0.7154471544715447,0.2845528455284553,0.6829268292682927,0.032520325203252036,0.0975609756097561,32,1198.4227642276423,0.29519875655349703,99.67414634146341,0.27850056082945057,0.1795134338697082,FALSE
32,32,Low offensive profile,61,61,34,27,0.5573770491803278,0.4426229508196722,0.5081967213114754,0.04918032786885246,0.19672131147540983,32,839.2786885245902,0.27007220567329787,100.59901639344262,0.3043331671679077,0.2986250059616666,FALSE
32,32,Middle-profile,34,34,22,12,0.6470588235294118,0.3529411764705882,0.6470588235294118,0,0.14705882352941177,32,1037,0.28332468801884136,100.61205882352941,0.2466216014806393,0.2426386324735481,FALSE
32,32,Power-based,78,78,59,19,0.7564102564102564,0.2435897435897436,0.7564102564102564,0,0.038461538461538464,32,1370.6410256410256,0.33558635573490436,104.44692307692307,0.274986445459186,0.27762523524518207,FALSE
33,33,Complete,7,7,7,0,1,0,1,0,0,33,2045.7142857142858,0.3668160710511339,103.63428571428572,0.2624676510891352,0.17761713733207302,TRUE
33,33,Contact/discipline-based,95,95,62,33,0.6526315789473685,0.34736842105263155,0.631578947368421,0.021052631578947368,0.09473684210526316,33,1178.1684210526316,0.29639283817323436,99.9162105263158,0.27969836328253195,0.18339024584573427,FALSE
33,33,Low offensive profile,49,49,28,21,0.5714285714285714,0.4285714285714286,0.5306122448979592,0.04081632653061224,0.08163265306122448,33,778.2857142857143,0.27040984900573717,100.91448979591837,0.3004694822549709,0.3096983296296973,FALSE
33,33,Middle-profile,28,28,21,7,0.75,0.25,0.75,0,0.10714285714285714,33,1336.3214285714287,0.29435329445049485,100.76892857142857,0.24535164517473707,0.24432144668811262,FALSE
33,33,Power-based,63,63,53,10,0.8412698412698413,0.15873015873015872,0.7936507936507936,0.047619047619047616,0.047619047619047616,33,1424.2857142857142,0.3486296696087863,103.99777777777778,0.26296442632694145,0.25736883339280997,FALSE
34,34,Complete,10,10,7,3,0.7,0.30000000000000004,0.7,0,0,34,1543.4,0.3600776228422541,103.857,0.28656260346418877,0.18230411991917025,FALSE
34,34,Contact/discipline-based,74,74,44,30,0.5945945945945946,0.4054054054054054,0.581081081081081,0.013513513513513514,0.05405405405405406,34,1293.7297297297298,0.3027552870452868,99.8672972972973,0.2568994583488727,0.1718180992401911,FALSE
34,34,Low offensive profile,37,37,11,26,0.2972972972972973,0.7027027027027026,0.2972972972972973,0,0.08108108108108109,34,599.7297297297297,0.24635166293827462,99.4054054054054,0.3077987072310855,0.29830885550402275,FALSE
34,34,Middle-profile,18,18,10,8,0.5555555555555556,0.4444444444444444,0.5555555555555556,0,0.1111111111111111,34,1020.4444444444445,0.29519724431919425,99.65722222222223,0.24952522589838583,0.2564526334636239,FALSE
34,34,Power-based,55,55,37,18,0.6727272727272727,0.32727272727272727,0.6727272727272727,0,0.03636363636363636,34,1317.0545454545454,0.33771612919553656,103.56,0.2670050503509283,0.27257808696156294,FALSE
35,35,Complete,7,7,6,1,0.8571428571428571,0.1428571428571429,0.8571428571428571,0,0,35,1722,0.3529187524266726,104.99857142857144,0.2738125981281457,0.18927863576763818,TRUE
35,35,Contact/discipline-based,52,52,27,25,0.5192307692307693,0.4807692307692307,0.5192307692307693,0,0.019230769230769232,35,1244.2692307692307,0.2992834383338876,99.41596153846154,0.2605868765253139,0.17474649191054764,FALSE
35,35,Low offensive profile,23,23,13,10,0.5652173913043478,0.4347826086956522,0.5217391304347826,0.043478260869565216,0.13043478260869565,35,776.0869565217391,0.27625620817346347,100.91391304347826,0.3066056289451189,0.2983835356230535,FALSE
35,35,Middle-profile,13,13,3,10,0.23076923076923078,0.7692307692307692,0.23076923076923078,0,0.07692307692307693,35,664.6153846153846,0.2648548485528226,99.77923076923076,0.2572173993863108,0.25102318704090043,FALSE
35,35,Power-based,34,34,26,8,0.7647058823529411,0.23529411764705888,0.7352941176470589,0.029411764705882353,0,35,1398.8235294117646,0.34369540331525994,103.91735294117647,0.24702524629597933,0.25735145688263134,FALSE
36,36,Complete,8,8,7,1,0.875,0.125,0.875,0,0,36,1557.875,0.3705668703195014,104.35625,0.25531981350032684,0.17741506686435235,TRUE
36,36,Contact/discipline-based,34,34,16,18,0.47058823529411764,0.5294117647058824,0.47058823529411764,0,0,36,1083.8235294117646,0.2822729658982706,98.95117647058824,0.2948962957011128,0.18280380321717213,FALSE
36,36,Low offensive profile,15,15,6,9,0.4,0.6,0.3333333333333333,0.06666666666666667,0.2,36,902.6666666666666,0.2765138994191885,100.42066666666668,0.31250051386191924,0.28969547419843067,FALSE
36,36,Middle-profile,6,6,3,3,0.5,0.5,0.5,0,0,36,699.5,0.2681901507426941,100.24666666666667,0.2509748289582761,0.23639938568645263,TRUE
36,36,Power-based,23,23,14,9,0.6086956521739131,0.3913043478260869,0.6086956521739131,0,0.08695652173913043,36,1561.3478260869565,0.33762951763771265,104.46391304347826,0.25841203386614225,0.269238944797509,FALSE
37,37,Complete,3,3,3,0,1,0,1,0,0,37,1880,0.34441689459560226,103.39333333333333,0.3027634346818045,0.18793954669489812,TRUE
37,37,Contact/discipline-based,21,21,11,10,0.5238095238095238,0.47619047619047616,0.5238095238095238,0,0,37,1313.5238095238096,0.3101800965911965,100.52714285714286,0.25364306791229607,0.1768275550837336,FALSE
37,37,Low offensive profile,7,7,3,4,0.42857142857142855,0.5714285714285714,0.42857142857142855,0,0,37,440.2857142857143,0.2505925795935384,98.68857142857142,0.2918251827042484,0.308717536340165,TRUE
37,37,Middle-profile,4,4,3,1,0.75,0.25,0.75,0,0,37,1485.5,0.29398878339766804,99.71000000000001,0.23896838509045387,0.2526253995504644,TRUE
37,37,Power-based,16,16,10,6,0.625,0.375,0.625,0,0,37,1439.375,0.3347319476234115,103.8825,0.27392993386051495,0.2690580388117645,FALSE
38,38,Complete,4,4,4,0,1,0,0.75,0.25,0,38,1563.5,0.3507416588306161,103.86749999999999,0.33113703434408903,0.17548112754575257,TRUE
38,38,Contact/discipline-based,9,9,5,4,0.5555555555555556,0.4444444444444444,0.5555555555555556,0,0,38,1470.4444444444443,0.3056344998805316,100.46777777777777,0.24437091660124674,0.17814061629027478,TRUE
38,38,Low offensive profile,10,10,4,6,0.4,0.6,0.4,0,0,38,582.9,0.24493553610397642,98.909,0.3364712501010363,0.3065807515042226,FALSE
38,38,Middle-profile,4,4,0,4,0,1,0,0,0.25,38,730.25,0.27734562355269676,98.6875,0.25459227054013656,0.2321150787906362,TRUE
38,38,Power-based,9,9,4,5,0.4444444444444444,0.5555555555555556,0.4444444444444444,0,0,38,1293,0.33614497355798933,104.25111111111111,0.2514994897097447,0.267269882924039,TRUE
39,39,Contact/discipline-based,9,9,5,4,0.5555555555555556,0.4444444444444444,0.5555555555555556,0,0,39,1475.5555555555557,0.309059517119547,100.47444444444444,0.29491746001056285,0.17053411243857708,TRUE
39,39,Low offensive profile,3,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,39,286,0.27471943845456626,100.21333333333332,0.41095061313016684,0.33959523442866185,TRUE
39,39,Middle-profile,1,1,1,0,1,0,1,0,0,39,1529,0.27129524960429335,101.18,0.30423940149625933,0.2559055118110236,TRUE
39,39,Power-based,4,4,3,1,0.75,0.25,0.75,0,0,39,1565.25,0.34554850487709937,104.085,0.25351896662768997,0.25993405983103923,TRUE
40,40+,Complete,3,2,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,41.333333333333336,1563,0.37988307299610313,105.38,0.3084584354923455,0.1957783027353396,TRUE
40,40+,Contact/discipline-based,11,8,4,7,0.36363636363636365,0.6363636363636364,0.36363636363636365,0,0.09090909090909091,41.27272727272727,976.1818181818181,0.26949575200998394,98.17,0.31322770854037696,0.17050068515152966,FALSE
40,40+,Low offensive profile,4,4,0,4,0,1,0,0,0,41,831,0.2877387681515958,103.5725,0.3660174396984004,0.3003933479310283,TRUE
40,40+,Middle-profile,2,2,0,2,0,1,0,0,0,40,1014.5,0.29117644075620647,101.06,0.2572861719828654,0.2567901068680408,TRUE
40,40+,Power-based,5,3,5,0,1,0,1,0,0,40.6,1853.4,0.37367388409111923,106.038,0.28917722740013313,0.2872945551224516,TRUE
