batter,season,player_name,pitches_seen,plate_appearances,batted_balls,pitches_in_zone,pitches_out_zone,swing_rate,contact_rate,whiff_rate,take_rate,zone_swing_rate,chase_rate,zone_contact_rate,out_zone_contact_rate,zone_whiff_rate,out_zone_whiff_rate,zone_take_rate,out_zone_take_rate,called_strike_rate,called_strike_in_zone_rate,ball_out_zone_rate,chase_minus_zone_swing,contact_gap,ev_mean,ev_sd,ev_min,ev_p10,ev_p25,ev_median,ev_p75,ev_p90,ev_p95,ev_max,ev_iqr,weak_contact_rate,medium_contact_rate,hard_hit_rate,elite_ev_rate,top_end_ev_rate,la_mean,la_sd,la_min,la_p10,la_p25,la_median,la_p75,la_p90,la_max,la_iqr,ground_ball_rate,line_drive_rate,fly_ball_rate,popup_rate,sweet_spot_rate,hard_sweet_spot_rate,distance_mean,distance_sd,distance_p75,distance_p90,distance_max,xba,xwoba,woba,run_value,run_value_per_pa,barrel_rate,solid_contact_rate,flare_burner_rate,poorly_hit_rate,bat_speed_mean,bat_speed_sd,bat_speed_p75,bat_speed_p90,swing_length_mean,swing_length_sd,swing_length_p75,swing_length_p90,full_name,birth_date,height,weight,current_age,bat_side,throw_hand,primary_position,height_inches,age,oaa,sprint_speed,next_observed_season,survived_next_year
136860,2015,"Beltrán, Carlos",1868,1868,414,808,981,0.46306209850107066,0.815028901734104,0.18497109826589594,0.5326552462526767,0.6608910891089109,0.2884811416921509,0.9063670411985019,0.6749116607773852,0.09363295880149813,0.3250883392226148,0.33910891089108913,0.70336391437308865,0.1766595289079229,0.30445544554455445,0.6258919469928644,-0.37240994741676003,0.23145538042111669,89.81497584541063,13.292905055623356,34.2,74.03,80.42500000000001,91.9,100.2,105.03999999999999,107.1,112.8,19.77499999999999,0.1111111111111111,0.4806763285024155,0.4082125603864734,0.2632850241545894,0.10144927536231885,14.08695652173913,26.561130075893175,-68,-21,-3,15,30.75,47.69999999999999,69,33.75,0.42995169082125606,0.22705314009661837,0.2463768115942029,0.0966183574879227,0.3647342995169082,0.20531400966183574,192.34120734908137,138.82728424239022,314,365,434,0.3474923547400611,0.3494354441964285,0.3418163672654691,7.790000000000007,0.004170235546038548,0.06306306306306306,0.07807807807807808,0.2882882882882883,0.10171306209850108,NA,NA,NA,NA,NA,NA,NA,NA,Carlos Beltrán,1977-04-24,"6' 1""",215,49,S,R,CF,73,38,NA,25.6,2016,1
136860,2016,"Beltrán, Carlos",2052,2052,596,910,1083,0.46637426900584794,0.8349007314524556,0.16509926854754442,0.5272904483430799,0.667032967032967,0.28162511542012925,0.8978583196046128,0.7180327868852459,0.10214168039538715,0.2819672131147541,0.33296703296703295,0.7063711911357341,0.1739766081871345,0.2945054945054945,0.6297322253000923,-0.38540785161283775,0.17982553271936697,86.68808724832215,13.923234038222983,35.5,68.45,77.5,87.05,98.62499999999999,104.6,106.64999999999999,112.4,21.124999999999986,0.19966442953020133,0.4848993288590604,0.31543624161073824,0.21476510067114093,0.09060402684563758,15.491610738255034,30.92650431260863,-73,-23,-6,15,37,57,87,43,0.41946308724832215,0.20134228187919462,0.22818791946308725,0.15100671140939598,0.3104026845637584,0.14429530201342283,162.09911504424778,129.50734836045916,272,342,436,0.3222589928057554,0.3203064560747664,0.3604591836734694,17.251000000000083,0.00840692007797275,0.0660377358490566,0.03773584905660377,0.24528301886792453,0.13450292397660818,NA,NA,NA,NA,NA,NA,NA,NA,Carlos Beltrán,1977-04-24,"6' 1""",215,49,S,R,CF,73,39,NA,25.7,2017,1
136860,2017,"Beltrán, Carlos",1827,1827,544,820,972,0.47400109469074986,0.8163972286374134,0.1836027713625866,0.5210727969348659,0.6536585365853659,0.32098765432098764,0.9067164179104478,0.6666666666666666,0.09328358208955224,0.3333333333333333,0.3463414634146341,0.6779835390946503,0.17679255610290093,0.30853658536585366,0.6080246913580247,-0.33267088226437824,0.24004975124378114,83.07481617647059,14.381008871856256,33.7,65.71000000000001,73.3,82.9,94.72500000000001,101.44,103.585,109.6,21.42500000000001,0.29044117647058826,0.4650735294117647,0.24448529411764705,0.12867647058823528,0.03308823529411765,18.125,30.010541426056992,-63,-21,-1,19,38,59,85,39,0.3860294117647059,0.18382352941176472,0.28860294117647056,0.14154411764705882,0.3069852941176471,0.10110294117647059,171.65991902834008,121.19316272158244,266,345.09999999999997,428,0.2985014836795252,0.2879473068669528,0.3069072164948453,-10.238000000000007,-0.005603721948549538,0.04664723032069971,0.05830903790087463,0.2478134110787172,0.12151067323481117,NA,NA,NA,NA,NA,NA,NA,NA,Carlos Beltrán,1977-04-24,"6' 1""",215,49,S,R,CF,73,40,NA,25.3,NA,NA
150029,2015,"Werth, Jayson",1355,1355,246,702,652,0.3837638376383764,0.7769230769230769,0.2230769230769231,0.6162361623616236,0.5156695156695157,0.24079754601226994,0.8453038674033149,0.6178343949044586,0.15469613259668508,0.3821656050955414,0.4843304843304843,0.75920245398773,0.24206642066420664,0.4031339031339031,0.6855828220858896,-0.27487196965724575,0.2274694724988563,89.3719512195122,13.270845206833403,43.1,72.4,80,90.55,99.54999999999998,105.95,109.60000000000001,112.7,19.549999999999983,0.13821138211382114,0.46747967479674796,0.3943089430894309,0.22357723577235772,0.11382113821138211,15.394308943089431,27.72008422643213,-58,-21,-5,14.5,34.75,52,69,39.75,0.4268292682926829,0.2032520325203252,0.2601626016260163,0.10975609756097561,0.35365853658536583,0.2073170731707317,192.0772727272727,136.08454406757778,308.25,363,448,0.3313427230046948,0.32745725688073396,0.31250000000000006,-1.3069999999999984,-9.645756457564564e-4,0.0776255707762557,0.0776255707762557,0.2374429223744292,0.0981549815498155,NA,NA,NA,NA,NA,NA,NA,NA,Jayson Werth,1979-05-20,"6' 5""",235,46,R,R,RF,77,36,NA,26,2016,1
150029,2016,"Werth, Jayson",2673,2673,564,1344,1257,0.39244294799850354,0.7855100095328885,0.21448999046711154,0.6068088290310513,0.5327380952380952,0.2243436754176611,0.840782122905028,0.6950354609929078,0.15921787709497207,0.3049645390070922,0.46726190476190477,0.7740652346857597,0.23232323232323232,0.39285714285714285,0.7048528241845664,-0.30839441982043414,0.14574666191212016,86.09397163120568,13.940979340765685,32,68.93,75.5,85.35,98.14999999999999,104.57,106.9,114.7,22.64999999999999,0.2429078014184397,0.43617021276595747,0.32092198581560283,0.20567375886524822,0.09219858156028368,21.48049645390071,27.5216945094159,-56,-17.699999999999996,2,23,42,56,80,40,0.3351063829787234,0.18085106382978725,0.3120567375886525,0.17198581560283688,0.3191489361702128,0.12588652482269502,183.4390243902439,120.70715252097982,274,340,453,0.3410621301775148,0.33408789071038253,0.3355960264900663,2.5100000000000007,9.390198279087171e-4,0.07204610951008646,0.069164265129683,0.2478386167146974,0.07931163486719042,NA,NA,NA,NA,NA,NA,NA,NA,Jayson Werth,1979-05-20,"6' 5""",235,46,R,R,RF,77,37,-4,25.8,2017,1
150029,2017,"Werth, Jayson",1309,1309,295,602,606,0.3995416348357525,0.7590822179732314,0.24091778202676864,0.5951107715813598,0.5681063122923588,0.19966996699669967,0.8654970760233918,0.5950413223140496,0.13450292397660818,0.4049586776859504,0.4318936877076412,0.7953795379537953,0.22077922077922077,0.3803986710963455,0.7145214521452146,-0.36843634529565905,0.27045575370934216,82.61220338983051,16.168247633034255,27.8,63.24,71.85,81.5,97.35,102.86,105.79,112.1,25.5,0.3220338983050847,0.3898305084745763,0.288135593220339,0.18983050847457628,0.0576271186440678,19.92542372881356,31.21226207464692,-62,-21,1,20,40,60.60000000000002,85,39,0.3559322033898305,0.18983050847457628,0.27796610169491526,0.17627118644067796,0.31864406779661014,0.13220338983050847,173.23655913978496,122.64630650919784,267,351,425,0.32909883720930233,0.3326993544776119,0.32031746031746033,-4.568999999999996,-0.0034904507257448405,0.0755813953488372,0.0755813953488372,0.25,0.07868601986249045,NA,NA,NA,NA,NA,NA,NA,NA,Jayson Werth,1979-05-20,"6' 5""",235,46,R,R,RF,77,38,NA,25.6,NA,NA
150212,2015,"Cuddyer, Michael",1523,1523,330,723,718,0.5344714379514117,0.7665847665847666,0.2334152334152334,0.46552856204858833,0.6721991701244814,0.3579387186629526,0.8683127572016461,0.5992217898832685,0.13168724279835392,0.40077821011673154,0.3278008298755187,0.6420612813370473,0.15430072225869992,0.2752420470262794,0.5919220055710307,-0.31426045146152876,0.26909096731837767,86.02484848484849,13.456113088862471,35.1,69.34,80,86.55,96.07499999999999,101.93000000000002,105.42,110.4,16.07499999999999,0.18181818181818182,0.5484848484848485,0.2696969696969697,0.1484848484848485,0.05454545454545454,7.996969696969697,26.478355958299186,-83,-23,-11.75,9,27,39.10000000000002,70,38.75,0.5060606060606061,0.22727272727272727,0.20606060606060606,0.06060606060606061,0.3484848484848485,0.13636363636363635,157.281045751634,134.4938273928275,284.75,341.5,434,0.3229108527131783,0.30076026902173914,0.34293849658314357,6.775000000000035,0.004448456992777436,0.05019305019305019,0.06563706563706563,0.25096525096525096,0.1076822061720289,NA,NA,NA,NA,NA,NA,NA,NA,Michael Cuddyer,1979-03-27,"6' 2""",220,47,R,R,RF,74,36,NA,27.2,NA,NA
150229,2015,"Pierzynski, A.J.",1333,1333,387,534,735,0.5536384096024006,0.8739837398373984,0.12601626016260162,0.4358589647411853,0.7734082397003745,0.3795918367346939,0.9176755447941889,0.7992831541218638,0.08232445520581114,0.2007168458781362,0.21910112359550563,0.6068027210884354,0.09602400600150038,0.16666666666666666,0.5469387755102041,-0.39381640296568066,0.1183923906723251,85.01266149870801,13.815755438574028,31.8,67.42,78.65,86.5,94.85,101,103.94,110,16.19999999999999,0.19896640826873385,0.5555555555555556,0.2454780361757106,0.12403100775193798,0.041343669250646,12.11111111111111,23.544700195828714,-51,-19,-6,13,28,43,69,34,0.4573643410852713,0.26356589147286824,0.21188630490956073,0.06718346253229975,0.3772609819121447,0.12661498708010335,167.08403361344537,123.72127380799559,270,324.40000000000003,421,0.3004326018808777,0.31055306970509383,0.3439858490566038,6.459000000000004,0.0048454613653413385,0.031055900621118012,0.046583850931677016,0.2981366459627329,0.15078769692423105,NA,NA,NA,NA,NA,NA,NA,NA,A.J. Pierzynski,1976-12-30,"6' 3""",250,49,L,R,C,75,39,NA,24,2016,1
150229,2016,"Pierzynski, A.J.",781,781,274,353,390,0.6069142125480154,0.8270042194092827,0.1729957805907173,0.3854033290653009,0.7620396600566572,0.4282051282051282,0.9182156133828996,0.6766467065868264,0.08178438661710037,0.32335329341317365,0.22946175637393768,0.5641025641025641,0.1088348271446863,0.1954674220963173,0.5153846153846153,-0.33383453185152906,0.24156890679607324,83.31496350364964,13.785580491435343,42.7,64.53,73.625,83.65,94.57499999999999,100.53999999999999,103.13499999999999,106.8,20.94999999999999,0.28832116788321166,0.46715328467153283,0.24452554744525548,0.11678832116788321,0.025547445255474453,11.014598540145986,27.477592709702417,-69,-22.7,-10,12,31,46,75,41,0.4635036496350365,0.21532846715328466,0.24452554744525548,0.07664233576642336,0.32116788321167883,0.12773722627737227,151.28015564202335,123.18548369725096,259,323.4,393,0.27503645833333334,0.268082399122807,0.25902255639097743,-16.754999999999956,-0.021453265044814283,0.020618556701030927,0.07216494845360824,0.20618556701030927,0.17413572343149808,NA,NA,NA,NA,NA,NA,NA,NA,A.J. Pierzynski,1976-12-30,"6' 3""",250,49,L,R,C,75,40,NA,24.5,NA,NA
217100,2015,"Bloomquist, Willie",310,310,53,126,132,0.5516129032258065,0.8304093567251462,0.1695906432748538,0.4483870967741935,0.7142857142857143,0.3560606060606061,0.9444444444444444,0.6382978723404256,0.05555555555555555,0.3617021276595745,0.2857142857142857,0.6439393939393939,0.11612903225806452,0.21428571428571427,0.5909090909090909,-0.3582251082251082,0.30614657210401885,85.41698113207548,10.199636793100803,57.2,72.36,81.9,86,91.4,97.82000000000001,98.94,101.3,9.5,0.1320754716981132,0.6981132075471698,0.16981132075471697,0.03773584905660377,0,11.679245283018869,28.673744077456096,-45,-21,-12,9,31,47.40000000000001,69,43,0.5094339622641509,0.16981132075471697,0.22641509433962265,0.09433962264150944,0.3018867924528302,0.03773584905660377,163.7391304347826,129.64077458416628,292.5,335,374,0.24982978723404256,0.24032485245901639,0.26775700934579433,-5.1830000000000025,-0.016719354838709684,0.02127659574468085,0.0425531914893617,0.19148936170212766,0.11290322580645161,NA,NA,NA,NA,NA,NA,NA,NA,Willie Bloomquist,1977-11-27,"5' 11""",200,48,R,R,SS,71,38,NA,27.9,NA,NA
276519,2015,"Rollins, Jimmy",1997,1997,435,961,966,0.45468202303455185,0.8281938325991189,0.17180616740088106,0.5413119679519279,0.6493236212278877,0.2349896480331263,0.9038461538461539,0.6607929515418502,0.09615384615384616,0.3392070484581498,0.34443288241415193,0.7629399585921325,0.16174261392088132,0.2643080124869927,0.6966873706004141,-0.4143339731947614,0.2430532023043036,85.37218390804598,12.339509194252424,35.2,69.18,79,86.4,95.15,99.66,101.9,106.1,16.150000000000006,0.17011494252873563,0.5701149425287356,0.2597701149425287,0.09655172413793103,0.006896551724137931,16.386206896551723,26.736429748030694,-65,-18,-3.5,16,34,54.60000000000002,70,37.5,0.41379310344827586,0.21149425287356322,0.2413793103448276,0.13333333333333333,0.34942528735632183,0.1425287356321839,174.91271820448878,129.03675779731486,285,344,422,0.2829662921348315,0.2858532638297872,0.29279279279279274,-12.503999999999978,-0.0062613920881321875,0.027548209366391185,0.0440771349862259,0.26170798898071623,0.12118177265898848,NA,NA,NA,NA,NA,NA,NA,NA,Jimmy Rollins,1978-11-27,"5' 7""",175,47,S,R,SS,67,37,NA,27.2,2016,1
276519,2016,"Rollins, Jimmy",717,717,159,297,350,0.4630404463040446,0.8012048192771084,0.19879518072289157,0.5327754532775453,0.6262626262626263,0.28285714285714286,0.8709677419354839,0.6464646464646465,0.12903225806451613,0.35353535353535354,0.367003367003367,0.7142857142857143,0.17154811715481172,0.29292929292929293,0.6457142857142857,-0.34340548340548344,0.22450309547083735,81.23333333333333,11.799815846378229,43.4,67.06,74,81.6,89,96.48,100,104.2,15,0.27044025157232704,0.5974842767295597,0.1320754716981132,0.05660377358490566,0,18.61006289308176,31.19577055674264,-47,-21,-6.5,18,41,62.400000000000034,88,47.5,0.4025157232704403,0.20754716981132076,0.16981132075471697,0.22012578616352202,0.31446540880503143,0.06289308176100629,146.72108843537416,114.33055790137679,241,300.8,388,0.2637864077669903,0.25179561904761905,0.3137254901960785,-2.057999999999997,-0.0028702928870292846,0.019230769230769232,0.028846153846153848,0.22115384615384615,0.10599721059972106,NA,NA,NA,NA,NA,NA,NA,NA,Jimmy Rollins,1978-11-27,"5' 7""",175,47,S,R,SS,67,38,NA,26.9,2017,1
276519,2017,"Rollins, Jimmy",71,71,8,7,15,0.5633802816901409,0.85,0.15,0.43661971830985913,0.8571428571428571,0.26666666666666666,1,0.75,0,0.25,0.14285714285714285,0.7333333333333333,0.11267605633802817,0.14285714285714285,0.6666666666666666,-0.5904761904761904,0.25,79.7375,12.119987918428679,68.5,70.04,71.075,75.25,84.325,98.02,98.86,99.7,13.25,0.375,0.375,0.25,0,0,32.25,33.43116595548018,-27,-12.999999999999996,21.5,39,55,63.4,69,33.5,0.25,0,0.375,0.375,0.125,0,171.28571428571428,116.28802501506664,261.5,277.4,278,NA,NA,0.23600000000000002,-1.6139999999999997,-0.02273239436619718,0,0,0,0.056338028169014086,NA,NA,NA,NA,NA,NA,NA,NA,Jimmy Rollins,1978-11-27,"5' 7""",175,47,S,R,SS,67,39,NA,NA,NA,NA
